"cell_type","MonocyteScore","ResidentScore"
"Macrophage_Kupffer",0.683612112698862,-0.256992045165388
"Macrophage_Kupffer",0.822612780027921,-0.155041919622204
"Macrophage_Kupffer",-0.388735230938158,2.94577248710867
"Macrophage_Kupffer",0.871746367157621,1.22413477370078
"Macrophage_Kupffer",-0.556886609111796,-0.315662224712978
"Macrophage_Kupffer",-0.319266322330407,-0.171115504432856
"Macrophage_Kupffer",0.368293418265455,-0.302699462385294
"Macrophage_Kupffer",-0.336065715313409,1.23233112549875
"Macrophage_Kupffer",-0.157614155051692,-0.347101392254165
"Macrophage_Kupffer",-0.427666188057797,2.36353764962041
"Macrophage_Kupffer",-0.0357522447501988,-0.295608963048091
"Macrophage_Kupffer",0.509140571642197,-0.137396382842694
"Macrophage_Kupffer",-0.225670733415994,-0.126785383314895
"Macrophage_Kupffer",0.0625235246249226,-0.330388362194536
"Macrophage_Kupffer",0.945128921969164,-0.235355319937949
"Macrophage_Kupffer",-0.329998364566993,2.43216151595332
"Macrophage_Kupffer",0.685450266761496,-0.359311780861382
"Macrophage_Kupffer",0.0189568524550935,2.11052324901546
"Macrophage_Kupffer",1.4737428138945,0.034232080544791
"Macrophage_Kupffer",-0.296832091745695,-0.103532938152097
"Macrophage_Kupffer",0.0928582597717157,1.83936552231702
"Neutrophil",0.166154067212465,-0.206846474559895
"Macrophage_Kupffer",0.379605112934583,-0.37034886396641
"Macrophage_Kupffer",1.28766548742346,-0.068992491197612
"Macrophage_Kupffer",-0.0738130665656582,-0.322736270079358
"Macrophage_Kupffer",2.30949331874736,-0.376158868754302
"Macrophage_Kupffer",1.09884934760851,-0.394995054770478
"Neutrophil",0.8334435765014,0.0130863842693299
"Macrophage_Kupffer",-0.357347807172126,1.02085230741994
"Macrophage_Kupffer",-0.332422870447859,0.785260617850115
"Macrophage_Kupffer",1.74786363314269,-0.226131727033117
"Neutrophil",1.51405166304283,-0.143445202242601
"S100A8hi_macrophage",0.0300896686551419,0.300026798561926
"Macrophage_Kupffer",0.114206583217536,-0.326585701374454
"Macrophage_Kupffer",1.89426210283845,-0.327275009816244
"Macrophage_Kupffer",1.12994036595474,-0.351459533323067
"Macrophage_Kupffer",0.0160063448659868,0.42657883488976
"Macrophage_Kupffer",1.33539870616797,-0.177013095762335
"Macrophage_Kupffer",-0.242970072632058,0.429552105425792
"Macrophage_Kupffer",1.25535632141028,-0.0833043652509565
"Macrophage_Kupffer",-0.587032104974443,2.46601279067731
"Macrophage_Kupffer",1.5839571527242,-0.326891197441082
"Macrophage_Kupffer",1.66383740510176,-0.287236146160201
"Macrophage_Kupffer",1.54373461746248,-0.294824382325649
"Macrophage_Kupffer",0.659781125346069,-0.375258937492586
"Neutrophil",1.05816134809048,-0.197403313666518
"Macrophage_Kupffer",1.43813167463419,-0.211952164791407
"Macrophage_Kupffer",-0.211559321033699,-0.161823619840025
"Macrophage_Kupffer",-0.568896975044435,-0.388027769419342
"Macrophage_Kupffer",1.53755292253397,-0.176345005576897
"Macrophage_Kupffer",-0.454354644315424,-0.368350677972148
"Macrophage_Kupffer",-0.350075432659024,-0.322394345495103
"Macrophage_Kupffer",0.735712820694887,-0.233412032276167
"Macrophage_Kupffer",-0.0166319055173562,-0.288709507056815
"Macrophage_Kupffer",0.407529448426846,0.571938479823573
"Macrophage_Kupffer",1.11184429507476,-0.213983692540796
"S100A8hi_macrophage",-0.449117979437694,-0.193178620398345
"Macrophage_Kupffer",-0.370787701251038,2.76506901243002
"Macrophage_Kupffer",0.0883485156777634,-0.301335717655703
"S100A8hi_macrophage",0.128195248173664,0.574465496309272
"Macrophage_Kupffer",-0.33861840264237,3.84423881425254
"Macrophage_Kupffer",1.16302382005234,-0.0764375919024252
"Macrophage_Kupffer",-0.176047149119383,0.103057478114018
"Macrophage_Kupffer",-0.357811712283611,0.905535987335949
"Macrophage_Kupffer",-0.529287700698558,2.85790685117745
